carat,cut,color,clarity,depth,table,price
0.71,3,6,3,62.0,59.0,2573
0.7,3,4,4,58.2,60.0,2282
1.13,5,7,3,61.8,56.0,5936
1.5,4,5,3,61.4,59.0,11588
0.41,5,5,5,62.3,55.0,1007
0.63,5,4,4,61.9,58.0,2320
0.81,5,4,3,62.6,55.0,2725
0.3,2,2,2,63.3,56.0,351
0.4,2,7,2,64.0,56.0,599
1.01,2,5,3,64.2,58.0,4199
1.26,5,4,2,60.9,55.0,5937
1.24,5,2,2,60.7,57.0,4812
0.29,5,4,3,62.1,54.0,420
0.24,3,5,5,62.5,58.0,419
2.01,1,2,2,66.9,58.0,10711
1.02,5,7,5,62.7,55.0,7118
1.03,5,5,3,62.4,57.0,6178
1.2,4,6,3,60.9,57.0,7274
0.3,2,6,6,63.2,59.0,684
1.12,4,4,4,62.3,59.0,6683
0.61,5,4,4,61.6,55.0,2286
0.52,5,6,3,62.1,57.0,1389
2.1,3,2,2,60.6,60.0,12612
2.01,5,3,2,61.9,57.0,14167
1.19,4,3,3,61.2,60.0,5622
0.74,5,3,5,61.6,55.0,3030
1.32,4,5,4,62.2,58.0,10814
0.31,4,3,7,62.6,58.0,707
0.7,4,6,2,60.4,59.0,2475
1.13,4,3,4,60.6,58.0,5885
1.07,5,1,3,62.4,56.0,4422
0.79,5,7,3,61.2,56.0,3242
0.7,4,4,5,62.6,55.0,2838
0.31,5,7,3,62.5,53.0,684
1.12,4,4,3,60.1,58.0,5233
1.07,3,4,3,63.1,59.0,4949
0.91,3,5,4,62.1,58.0,4917
1.81,4,6,2,58.2,61.0,13561
1.0,3,3,3,61.8,57.0,4995
0.53,4,3,4,59.4,59.0,1428
0.9,3,6,4,63.3,59.0,4482
1.02,5,5,4,62.1,57.0,6412
1.04,4,7,4,62.0,60.0,6814
0.35,5,5,7,60.6,56.0,994
0.31,5,7,4,62.8,54.0,692
0.31,3,4,6,62.7,55.0,627
1.14,5,3,3,62.3,56.0,5501
0.43,3,7,5,61.2,58.0,1199
0.24,5,4,7,62.0,56.0,559
1.0,4,3,4,61.5,61.0,5000
0.29,3,5,5,59.1,60.0,504
0.57,5,5,4,60.7,56.0,2096
0.4,5,1,4,62.6,57.0,599
1.51,5,2,3,61.1,59.0,8342
1.5,2,3,1,64.0,56.0,4022
1.64,4,2,2,61.3,58.0,8587
1.5,2,4,2,57.9,61.0,6006
0.3,5,6,4,62.3,57.0,844
0.38,3,4,3,59.5,62.0,666
0.9,2,7,3,61.9,64.0,3505
0.5,2,4,3,60.2,64.0,1138
1.01,4,7,3,62.7,58.0,4909
0.34,5,4,7,61.5,56.0,844
2.0,4,1,5,62.0,62.0,11793
1.35,5,1,4,61.4,57.0,5862
0.9,5,2,5,61.6,56.0,3677
1.01,4,4,6,61.5,61.0,5963
1.06,5,4,3,62.0,56.0,5159
1.02,5,6,7,62.2,58.0,12035
0.31,3,5,5,59.7,55.0,679
1.04,5,5,6,61.2,57.0,9169
0.37,5,6,4,62.3,56.0,811
0.51,5,1,2,62.1,56.0,885
0.72,4,5,4,61.6,58.0,2724
0.36,5,5,8,61.4,55.9,1138
0.42,5,4,6,60.7,55.0,1031
1.34,3,3,3,62.4,58.0,7636
1.39,3,4,2,61.5,62.0,6628
0.71,5,7,5,61.5,58.0,3582
0.85,4,5,6,61.2,60.0,4451
0.7,2,5,2,63.6,56.0,1806
2.52,5,2,3,61.5,56.0,17231
0.77,5,7,4,61.3,56.0,3442
1.0,3,4,4,59.0,62.0,5766
0.64,3,7,4,62.2,58.0,2297
1.0,2,4,4,63.4,57.0,5702
0.55,5,5,5,61.6,57.0,1980
1.06,5,4,6,61.0,57.0,7900
1.01,3,5,4,58.8,63.0,6257
0.32,5,1,4,62.1,54.0,504
1.3,5,4,8,62.3,56.0,12467
0.7,3,5,6,62.5,58.0,3247
1.21,4,6,5,60.8,59.0,9541
0.48,3,5,7,62.3,55.0,1914
0.72,4,3,4,61.4,57.0,2484
0.94,4,7,3,58.4,58.0,4817
0.32,4,2,6,62.1,59.0,720
0.33,5,4,7,60.4,58.0,802
1.0,5,3,2,62.0,55.0,4580
0.31,3,6,3,63.0,59.0,544
1.5,2,3,5,64.2,56.0,8749
1.14,3,6,2,61.5,58.0,5236
1.13,5,6,6,61.4,57.0,11115
0.31,5,6,7,61.3,56.0,1064
0.56,5,3,7,61.4,56.0,1941
1.0,3,3,3,61.5,59.0,5036
0.3,5,6,6,62.3,57.0,766
2.0,2,2,2,64.2,52.0,11400
1.29,3,4,2,63.2,54.0,4045
0.51,1,6,3,55.8,61.0,1340
1.22,5,3,3,61.9,55.0,7870
1.31,2,3,3,57.9,62.0,6857
0.7,5,6,3,61.7,55.0,2745
0.91,4,3,2,62.9,59.0,3363
0.34,4,4,3,59.7,59.0,507
1.04,4,5,6,62.1,56.0,8610
1.09,5,6,4,62.1,57.0,7813
0.51,2,7,3,64.0,58.0,1349
0.7,5,4,3,60.9,56.0,2965
1.09,3,7,2,59.2,63.0,4322
1.05,5,4,4,62.8,57.0,6604
0.31,5,4,3,61.3,58.0,443
0.81,3,4,2,63.2,60.0,2095
0.3,5,2,3,61.7,57.0,422
1.01,3,3,3,59.8,61.0,4680
0.52,5,5,4,60.3,57.0,1429
1.1,5,6,3,61.3,56.0,6743
1.53,3,2,3,63.1,57.0,8242
0.31,5,7,3,62.3,55.0,732
1.71,4,4,5,62.3,58.0,17041
1.03,2,7,3,60.1,62.0,5088
0.4,5,6,3,63.2,56.0,684
0.41,5,4,4,61.4,54.0,827
0.31,5,6,3,62.4,57.0,544
0.7,3,2,3,63.8,56.0,1973
0.3,5,6,6,60.2,57.0,1013
0.31,5,4,5,61.3,56.0,802
1.03,5,3,3,59.8,57.0,5018
1.08,4,4,4,59.4,59.0,6415
0.7,4,7,2,59.5,60.0,2423
0.5,5,4,4,60.9,58.0,1449
0.67,4,3,6,60.6,61.0,2171
0.34,5,2,3,61.9,57.0,589
0.4,3,6,4,63.0,58.0,791
0.62,3,5,4,59.8,58.0,2041
1.75,4,7,2,60.6,60.0,13485
1.06,4,2,3,61.9,59.0,4372
0.55,5,7,4,61.4,57.0,1928
2.24,5,5,2,60.3,59.0,17989
1.01,3,6,2,63.5,55.0,4363
0.51,5,6,4,61.6,55.0,2085
1.0,3,6,5,63.0,56.0,7453
0.3,5,2,4,62.1,58.0,389
0.83,5,4,3,62.3,57.0,2800
1.33,4,3,3,61.1,61.0,7204
0.32,5,7,3,62.7,54.0,589
0.76,3,6,3,63.0,59.0,2668
0.7,3,5,3,62.9,59.0,2401
0.89,1,4,2,58.9,66.0,2579
1.8,5,5,3,61.8,57.0,16513
0.31,4,3,6,62.4,59.0,625
1.02,4,4,4,62.1,59.0,6169
0.46,4,6,5,62.0,58.0,1294
0.59,3,3,2,60.3,56.0,1160
0.9,4,3,2,58.3,60.0,3371
1.21,5,2,1,61.3,57.0,3686
1.56,5,3,3,62.4,53.7,10536
0.32,5,5,7,61.8,55.0,912
0.23,3,7,4,60.5,61.0,357
1.37,5,2,2,62.2,56.0,6401
1.27,4,3,2,59.3,61.0,2845
0.59,4,5,4,61.5,58.0,1769
2.03,4,1,2,61.6,58.0,12380
1.81,3,2,4,62.7,58.0,12822
1.03,4,6,7,58.8,59.0,11538
0.71,3,7,2,63.3,55.0,2458
1.0,4,4,5,60.6,59.0,6115
0.93,3,3,2,61.9,57.0,3452
0.39,5,3,4,60.6,55.0,983
0.51,5,5,6,62.4,57.0,2203
1.05,4,2,2,60.2,61.0,4374
0.71,4,6,2,61.8,57.0,2271
0.71,4,5,5,58.6,62.0,3082
1.5,4,5,3,62.2,58.0,11613
1.22,5,5,6,62.7,54.0,11880
0.37,5,4,4,61.6,55.0,851
1.1,4,7,4,60.0,59.0,6209
0.74,4,5,4,61.7,58.0,2805
0.32,5,7,6,60.6,56.0,1066
1.3,3,3,3,62.3,58.0,6758
0.53,3,7,2,59.3,61.0,1226
0.41,5,2,6,61.7,56.0,827
1.31,5,3,2,62.2,57.0,6602
0.3,3,3,6,62.9,57.0,605
0.54,4,4,5,61.6,58.0,1760
1.0,3,4,2,63.1,63.0,3713
0.36,5,5,5,61.3,55.0,803
1.0,2,7,2,64.3,59.0,4065
2.02,2,2,5,57.9,63.0,17533
0.72,5,4,5,62.0,56.0,3540
0.74,5,4,6,61.7,55.0,3922
0.43,3,4,7,62.3,59.0,1207
0.32,5,7,4,62.1,54.0,972
1.5,2,3,3,57.9,62.0,9324
1.07,3,7,3,61.8,61.0,5767
0.56,4,4,3,60.2,59.0,1340
1.51,3,6,3,60.3,58.0,12224
1.01,2,5,4,63.1,56.0,5560
0.8,3,3,2,63.4,58.0,2502
1.51,2,1,3,64.1,61.0,6394
0.47,4,1,2,61.9,59.0,867
0.43,4,4,3,62.6,59.0,724
0.69,4,6,4,61.0,60.0,2045
0.49,3,5,7,62.2,56.0,1952
1.0,3,7,3,60.3,58.0,6196
1.51,2,1,2,58.1,64.0,6104
0.56,4,4,4,60.9,58.0,1698
0.3,5,1,6,62.0,54.0,413
2.01,5,2,2,62.1,57.0,12338
0.91,3,3,3,63.4,55.0,3082
0.31,3,2,6,62.2,57.0,544
1.03,5,3,2,61.6,54.0,4611
1.02,3,3,4,62.4,57.0,5565
1.5,1,3,6,65.8,57.0,7476
0.71,3,3,6,61.8,56.0,2960
0.54,2,5,4,60.6,61.0,1563
2.01,2,6,2,60.0,64.0,16733
0.3,4,3,6,62.1,52.0,776
1.27,5,1,4,62.9,54.0,5925
0.72,4,6,4,60.3,59.0,2822
0.7,3,4,3,60.6,57.0,2042
0.31,5,5,4,62.6,55.0,802
0.72,4,6,4,60.9,60.0,2822
0.63,4,2,5,62.0,58.0,1667
1.21,5,7,3,63.0,57.0,7589
0.4,3,7,4,59.1,57.0,982
1.01,3,6,4,63.3,60.0,6516
0.23,5,5,4,61.9,55.0,498
0.71,1,2,4,64.7,60.0,2208
0.57,4,7,5,60.9,57.0,2093
0.91,4,3,3,60.9,58.0,3414
0.31,4,6,6,61.4,58.0,1046
0.53,5,4,4,60.9,56.0,1807
2.01,2,5,2,58.1,64.0,16231
0.92,4,7,2,62.5,59.0,3550
1.73,3,3,4,61.7,56.0,12998
1.21,5,3,5,60.5,57.0,7047
1.01,3,3,4,59.7,64.0,5911
0.63,4,5,4,61.0,61.0,2211
0.6,3,7,6,60.6,57.0,2897
0.9,1,6,4,64.5,61.0,4125
0.38,5,4,7,61.2,54.0,949
0.31,5,7,4,61.2,55.0,942
0.9,1,6,3,65.5,59.0,3508
0.93,2,7,2,63.4,59.0,3540
0.56,4,6,4,61.1,59.0,1552
1.01,3,3,4,62.5,57.0,4821
0.38,4,2,3,60.5,58.0,581
0.33,5,3,4,61.0,55.0,539
1.52,3,4,4,62.1,58.0,12840
1.01,5,5,3,63.0,57.0,4559
0.51,5,7,4,61.9,55.0,1882
0.31,4,6,4,61.3,60.0,872
1.01,2,5,4,63.1,60.0,6416
0.23,3,5,6,62.9,57.0,505
0.7,1,5,4,66.4,53.0,2516
0.91,4,5,3,61.0,59.0,4026
0.58,3,6,3,63.1,56.0,1641
1.71,4,4,4,61.3,58.0,11032
0.34,4,7,3,62.0,58.0,750
0.42,4,2,3,62.6,58.0,803
0.71,3,2,5,63.3,56.0,2327
1.04,5,4,4,61.4,57.0,6290
0.31,5,5,7,61.6,55.0,975
1.52,5,6,4,62.4,55.0,15348
1.02,5,6,7,61.4,57.0,11028
1.13,5,2,3,61.4,57.0,4936
1.14,5,5,6,61.4,57.0,9070
0.33,4,6,4,60.7,58.0,928
0.32,4,4,5,61.8,60.0,828
1.09,5,7,5,62.3,56.0,9650
0.33,4,2,5,61.1,59.0,521
0.32,5,4,7,62.2,53.0,814
0.54,5,5,6,61.9,56.0,2168
1.57,3,1,4,62.6,59.0,7832
0.8,3,3,7,62.9,58.0,4468
0.9,2,4,5,63.6,58.0,4540
0.3,5,5,5,61.7,56.0,731
0.54,3,6,4,60.7,56.0,1637
0.3,5,5,8,62.3,53.0,886
0.62,5,3,3,61.4,56.0,1618
1.47,3,4,4,62.7,56.0,11060
0.28,5,5,6,62.5,57.0,642
1.22,4,4,8,59.2,58.0,11104
1.01,4,3,3,62.7,59.0,4320
0.31,2,6,8,57.7,55.0,912
1.0,4,4,3,61.9,62.0,5154
0.31,5,4,4,61.4,56.0,544
0.83,5,1,4,61.5,57.0,2241
0.57,4,5,3,62.1,59.0,2052
1.0,5,3,2,61.4,56.0,4312
0.56,5,4,6,60.7,56.0,2058
0.43,5,6,3,62.3,57.0,792
0.42,5,3,6,61.1,56.0,910
0.5,4,6,4,61.8,58.0,1624
0.38,4,4,4,60.8,61.0,983
0.41,5,4,3,61.8,55.0,876
1.12,5,5,4,61.8,55.0,9138
0.7,1,7,3,52.2,65.0,1895
1.7,4,2,5,61.5,58.0,8840
1.74,5,5,3,62.4,57.0,14775
0.9,3,5,4,61.7,56.0,4678
0.7,5,7,3,61.4,57.0,2699
0.51,5,7,4,61.0,57.0,1832
0.59,1,4,1,64.6,56.0,903
0.27,5,5,8,61.4,57.0,760
0.31,5,4,8,61.0,57.0,891
0.74,5,5,5,61.7,56.0,3170
0.31,5,5,4,62.3,55.0,802
0.34,5,3,4,61.4,57.0,689
1.71,2,7,3,64.1,59.0,14426
1.55,5,5,4,62.6,57.0,14185
0.3,3,7,5,60.1,55.0,863
0.7,3,2,2,58.8,60.0,1876
1.05,3,6,2,61.7,59.0,4010
2.06,4,4,2,59.8,61.0,15949
0.4,4,4,7,62.3,58.0,1123
0.31,5,2,3,62.5,56.0,418
0.3,2,1,4,63.4,57.0,368
0.76,3,3,3,62.6,58.0,2396
0.3,4,2,3,61.6,62.0,506
1.51,2,4,6,63.8,59.0,13275
0.31,4,3,6,62.3,60.0,625
0.35,3,4,5,61.7,61.0,706
1.01,3,7,3,59.1,61.0,4821
0.33,5,7,5,61.0,56.0,839
0.58,5,6,3,60.1,55.0,1742
1.0,2,5,4,64.0,59.0,5864
0.52,3,6,3,60.8,56.0,1343
0.93,2,4,3,58.8,61.0,4405
0.51,2,5,3,63.1,54.0,1220
0.36,3,6,4,60.4,58.0,677
1.71,3,2,4,63.4,59.0,11389
0.53,5,7,3,61.5,55.0,2021
0.55,5,7,4,61.8,54.0,1928
1.5,3,6,2,63.3,57.0,7728
1.21,4,5,5,61.9,58.0,10245
1.01,4,3,2,59.4,62.0,3083
1.71,4,3,4,59.2,61.0,10084
0.61,3,6,5,59.6,63.0,2025
0.7,4,5,3,62.5,62.0,2268
0.34,5,7,3,60.9,56.0,596
0.33,5,4,4,62.2,56.0,743
1.22,4,2,4,60.6,58.0,6149
0.51,5,6,7,61.9,54.0,2720
0.27,5,4,8,61.2,57.0,627
0.79,3,1,4,60.8,56.0,2300
0.71,5,3,5,61.4,56.0,3229
1.02,3,6,1,60.6,63.0,3141
0.25,3,7,6,64.2,55.0,512
2.03,4,1,2,61.6,58.0,12268
0.31,5,4,6,62.2,53.0,647
1.1,4,5,2,62.6,57.0,4832
1.0,3,5,2,62.9,59.0,4081
0.31,4,3,5,59.9,59.0,698
1.13,3,6,3,60.8,58.0,5086
1.5,2,6,3,64.1,56.0,8820
0.33,4,2,5,61.1,59.0,668
0.37,4,4,5,59.2,61.0,957
0.8,4,3,2,62.2,58.0,2346
1.18,4,4,4,61.5,58.0,9516
0.31,2,7,2,63.7,58.0,593
0.3,5,5,7,62.1,55.0,868
0.31,4,2,4,59.8,60.0,435
0.75,4,6,4,62.1,57.0,3024
0.35,5,7,3,61.6,56.0,644
0.5,5,6,4,60.5,56.0,2100
1.53,3,4,3,62.5,56.0,9971
0.9,2,4,5,63.7,56.0,4460
1.22,4,6,2,61.5,58.0,6012
2.08,4,4,4,61.3,58.0,16854
0.82,3,5,3,63.9,56.9,3048
0.5,2,6,4,63.1,61.0,1419
0.39,5,5,5,62.5,57.0,895
0.9,3,4,3,63.6,57.0,3649
1.02,4,6,4,61.6,60.0,6580
1.07,5,3,3,60.9,57.0,5031
1.5,3,6,2,63.5,60.0,10080
1.03,4,6,5,62.4,58.0,7919
0.9,4,4,4,60.6,61.0,4079
0.5,4,4,5,62.1,55.0,1746
0.41,5,7,3,60.8,57.0,1015
1.23,4,4,5,62.8,56.0,8381
1.16,4,3,3,61.2,57.0,5554
1.51,4,5,2,61.8,59.0,7441
0.39,5,6,1,62.8,57.0,655
0.37,5,5,4,61.4,56.0,957
0.5,3,5,2,62.9,57.0,1020
0.38,4,3,4,60.6,58.0,898
1.01,2,2,5,64.2,60.0,3484
1.01,4,4,5,62.7,58.0,6499
1.0,4,5,3,60.7,60.0,5197
0.37,3,3,6,62.2,59.0,746
0.75,1,1,4,59.1,66.0,1944
1.0,5,4,5,62.5,54.0,7223
1.53,4,3,4,62.7,56.0,11104
1.28,3,5,2,62.5,55.0,5223
0.25,5,3,7,62.5,56.0,577
0.25,2,6,8,65.6,54.0,512
0.58,3,3,3,58.4,59.0,1239
0.76,3,2,3,57.5,62.0,2316
0.27,3,4,7,62.9,55.0,566
1.13,5,7,3,61.4,56.0,7066
0.26,2,5,7,64.0,57.0,524
0.91,4,3,3,63.0,57.0,3033
0.3,5,4,3,61.0,58.0,477
1.06,5,3,3,62.7,57.0,4120
0.33,5,7,7,61.0,55.0,1176
0.54,5,6,5,62.0,56.0,1939
0.79,5,3,7,62.0,56.0,3675
1.01,5,4,4,61.7,57.0,5995
0.38,5,5,7,62.0,54.7,1101
0.7,1,5,4,65.5,57.0,2369
0.41,5,2,6,62.3,56.0,1061
1.61,4,2,3,62.0,58.0,8978
0.72,5,4,3,60.7,56.0,2776
0.41,4,5,6,61.0,59.0,1115
0.62,5,3,5,61.4,56.0,1878
1.42,4,4,5,61.7,55.0,11861
0.55,5,6,3,60.6,56.0,1551
0.9,1,7,3,63.8,61.0,4252
0.71,4,3,4,62.8,56.0,2531
1.13,4,7,2,62.0,58.0,5376
1.33,4,2,5,61.7,58.0,6390
0.36,3,4,3,61.2,63.0,689
0.51,2,4,3,63.7,55.0,1172
0.33,3,3,3,63.0,56.0,463
1.05,5,5,4,62.7,56.0,6403
0.53,5,4,7,61.2,55.0,2005
0.26,5,5,5,62.3,56.0,580
0.66,5,2,3,61.2,57.0,1712
0.26,3,6,7,62.6,59.0,554
1.21,3,4,2,62.8,60.0,5558
0.3,5,2,5,62.4,54.0,491
0.5,5,4,2,60.7,56.0,1180
0.4,2,4,6,61.4,64.0,974
1.21,3,5,4,60.1,58.0,10283
1.06,5,3,3,61.7,56.0,5188
1.01,5,4,6,62.2,56.0,8034
1.01,5,4,4,61.4,58.0,6618
1.34,5,1,2,62.0,56.0,5358
0.41,2,6,6,63.1,58.0,1060
0.31,5,6,8,60.4,56.0,1239
0.62,4,7,2,62.0,59.0,1777
0.31,5,4,4,62.2,56.0,698
1.01,5,6,2,62.1,56.0,4355
0.77,3,4,4,62.8,59.0,3124
0.31,5,6,7,61.7,56.0,924
0.74,2,7,7,59.2,62.6,4274
0.57,3,4,3,61.1,57.0,1433
1.51,2,5,4,64.0,59.0,8794
0.36,2,7,3,63.1,55.0,663
2.0,3,6,2,62.9,56.0,16064
2.01,2,3,5,57.6,63.0,18340
1.18,4,1,3,62.5,55.0,4460
0.9,3,4,4,63.5,62.0,4081
0.28,3,7,6,62.2,59.0,642
0.5,2,4,4,63.2,57.0,1410
2.08,3,1,3,62.6,58.0,12637
0.35,2,6,2,64.0,55.0,588
0.9,2,3,3,63.1,63.0,3484
0.76,5,6,3,62.4,57.0,3087
1.08,4,4,2,62.3,56.0,4627
0.92,2,5,3,64.0,56.0,4326
0.41,5,3,3,62.8,56.0,876
0.91,4,3,5,61.8,54.0,4670
0.32,5,5,8,61.2,56.0,1204
0.45,2,6,5,61.7,63.0,1241
0.34,5,6,6,62.3,55.0,826
0.42,5,4,5,62.5,54.0,984
1.01,1,4,2,58.3,62.0,4047
0.24,3,7,6,61.3,58.0,485
0.31,2,5,4,63.6,54.0,749
0.39,5,4,8,61.7,55.0,1154
0.9,3,7,3,60.1,58.0,4130
0.73,5,4,7,61.3,56.0,3667
0.32,5,7,4,59.8,57.0,907
0.32,4,6,4,62.6,58.0,900
1.25,5,4,4,60.9,57.0,9590
1.08,5,2,2,61.9,55.0,3849
0.39,3,6,5,62.5,58.0,914
0.23,2,5,6,62.3,61.0,425
0.51,5,4,5,62.7,54.0,1781
1.36,4,6,2,61.1,58.0,7677
1.55,5,5,3,61.3,56.0,11011
1.15,4,1,3,62.3,55.0,4347
1.01,4,4,2,62.4,58.0,4442
0.31,5,4,4,61.5,56.0,652
1.82,3,1,5,62.2,56.0,10090
1.11,5,6,2,61.4,58.0,5938
0.32,5,7,3,62.6,55.0,756
0.56,4,4,3,61.7,58.0,1176
1.51,3,4,3,63.1,56.0,7585
1.1,3,6,3,61.3,58.0,4791
1.01,3,6,4,60.4,60.0,7094
0.44,4,6,4,60.4,58.0,1003
0.74,5,5,4,61.9,57.0,3454
1.08,3,3,3,61.8,53.0,5375
1.03,5,5,3,62.0,56.0,5974
0.71,3,4,3,62.8,55.0,2604
0.6,5,3,5,61.6,56.0,1820
0.92,4,6,3,62.1,58.0,4482
0.4,3,7,6,62.2,54.0,1263
0.46,5,1,4,61.4,56.0,746
1.01,3,4,6,62.8,58.0,7234
0.65,4,2,2,60.7,58.0,1219
0.31,5,6,4,62.8,57.0,872
1.23,4,1,5,60.1,60.0,5209
0.31,4,7,3,61.4,58.0,732
1.52,5,3,1,61.6,56.0,6793
0.71,3,3,3,62.5,60.0,2096
0.75,5,5,3,61.8,56.0,3336
0.5,2,6,4,64.1,58.0,1397
0.54,5,6,3,60.3,57.0,1777
0.7,2,5,4,62.9,58.0,2362
0.7,1,3,3,64.7,58.0,2051
0.31,5,3,5,61.6,54.8,557
0.41,3,7,2,59.9,60.0,619
0.7,4,4,5,60.6,62.0,2648
0.42,5,7,3,61.5,56.0,1040
0.52,5,3,8,62.1,57.0,1956
0.32,5,4,4,61.7,57.0,720
0.9,5,1,5,62.6,55.0,3048
1.63,3,3,2,58.2,62.0,9504
0.72,3,1,3,58.3,62.0,1886
1.03,5,3,3,61.1,56.0,5418
0.31,5,5,4,61.9,55.0,625
1.25,4,3,2,61.2,62.0,5740
1.11,5,7,7,62.1,55.0,14584
0.36,4,6,4,60.3,59.0,789
0.76,5,5,3,61.7,55.0,2682
1.02,5,6,2,61.6,56.0,4465
0.53,3,4,5,63.4,56.0,1727
0.33,4,7,3,60.0,59.0,780
0.31,5,5,6,61.7,55.0,700
0.7,3,7,3,62.1,56.0,2686
0.32,4,1,4,60.0,61.0,504
0.58,5,7,3,61.1,57.0,1737
0.51,5,5,4,61.9,55.0,1591
0.9,3,3,6,63.5,55.0,4963
0.42,5,4,6,62.1,57.0,1103
1.01,4,6,4,62.0,59.0,6787
0.55,3,5,3,60.7,57.0,1316
1.54,4,3,4,61.0,60.0,10977
0.3,5,7,2,60.2,56.0,574
0.7,4,5,4,60.6,58.0,2822
0.32,5,4,6,62.1,54.0,708
0.43,5,4,2,62.3,53.0,696
1.7,3,3,3,63.6,59.0,11560
0.61,5,6,4,61.8,56.0,2556
0.23,4,6,7,60.8,56.0,640
0.5,4,4,5,60.3,60.0,1629
1.0,4,4,4,60.1,57.0,6272
0.3,4,1,4,60.6,59.0,368
0.9,2,7,2,60.3,64.0,3473
0.44,5,7,5,62.3,55.0,1235
0.72,3,3,4,60.8,59.0,2550
0.55,5,7,6,60.8,56.0,3468
0.9,4,5,3,61.7,62.0,3936
0.9,2,7,4,65.8,58.0,4682
1.55,5,3,8,61.4,57.0,13421
1.13,4,2,3,61.7,58.0,4113
0.31,5,6,5,60.9,57.0,734
1.01,5,7,6,61.1,57.0,11057
0.59,3,5,3,61.7,57.0,1412
1.11,2,1,8,58.3,62.0,5361
0.41,4,6,3,61.2,59.0,904
1.11,5,7,2,62.2,57.0,5501
0.32,4,5,7,60.7,58.0,1235
0.82,5,6,3,61.8,55.0,3588
1.29,4,6,1,58.6,60.0,3901
0.9,3,4,4,61.9,56.0,4269
0.26,4,6,5,60.1,60.0,452
0.5,2,6,3,63.7,59.0,1090
2.25,4,7,2,60.4,59.0,18007
0.52,5,4,5,62.1,54.0,1621
1.0,2,5,8,63.2,63.0,9867
0.3,2,4,6,63.5,54.0,684
0.77,3,2,4,62.4,63.0,2054
1.19,5,3,1,60.3,57.0,3864
0.7,5,6,5,61.8,56.0,2837
0.7,5,6,5,62.6,55.0,3167
1.09,3,4,6,59.8,61.0,7583
0.71,5,6,2,62.7,56.0,2550
0.42,4,6,3,61.5,58.0,722
1.51,4,3,2,59.4,62.0,7235
0.56,4,7,2,60.4,58.0,1388
0.6,5,4,6,61.2,56.0,2190
0.27,5,6,6,62.0,55.0,799
1.11,5,3,6,61.4,57.0,6837
0.56,5,3,3,62.3,53.0,1270
0.43,3,5,4,61.3,59.0,905
1.01,4,4,5,62.7,58.0,6618
1.0,5,2,3,61.8,55.0,4602
1.12,4,4,8,61.2,58.0,9612
0.23,3,4,7,60.2,59.0,415
1.53,4,3,2,61.5,60.0,6512
0.53,4,7,6,62.7,60.0,2514
1.2,1,3,2,65.6,57.0,3696
1.51,5,4,4,62.8,57.0,10553
0.7,3,4,4,58.2,59.0,2513
0.38,4,3,6,62.0,58.0,833
0.9,3,5,2,62.0,61.0,3770
2.0,4,2,4,60.7,60.0,16694
0.51,4,5,4,63.0,55.0,1574
0.85,3,2,4,60.0,57.0,3070
0.32,5,7,3,61.9,57.0,589
1.01,1,3,2,64.5,54.0,3167
2.01,4,2,5,62.9,62.0,17068
1.56,1,4,2,64.8,59.0,7950
0.43,5,5,7,62.0,57.0,1422
0.54,5,5,2,62.2,56.0,1065
0.43,4,4,5,62.2,59.0,1008
0.31,5,3,8,62.1,54.0,816
2.0,2,6,2,57.3,65.0,13320
0.83,5,5,3,61.7,57.0,3500
1.0,3,7,2,62.8,58.0,4753
0.42,5,3,6,62.4,56.0,984
0.41,5,5,4,62.8,57.0,1107
1.53,4,6,3,62.6,57.0,12499
0.51,3,4,7,63.2,58.0,1971
1.01,3,4,4,59.9,60.0,5759
0.67,3,7,3,60.2,60.0,2007
0.28,2,3,7,56.0,64.0,480
0.31,5,3,4,61.3,56.0,507
0.33,4,4,5,61.3,58.0,854
0.32,3,5,7,61.5,57.0,886
1.71,5,6,2,62.7,55.0,12978
1.18,2,4,3,64.2,62.0,4678
0.78,3,7,5,63.2,58.0,3800
1.59,3,4,3,62.3,60.0,11613
0.55,4,4,2,60.3,58.0,1081
1.07,3,5,8,59.4,59.0,11019
1.01,3,4,3,60.0,58.0,4719
0.35,5,7,4,62.1,54.0,777
1.17,2,2,3,60.0,64.0,4586
0.31,3,6,3,63.3,55.0,698
0.31,4,7,5,59.7,58.0,1011
1.01,4,4,5,62.6,59.0,6618
1.21,4,4,5,59.5,58.0,8456
0.36,5,5,3,61.5,56.0,770
0.26,3,7,6,62.8,60.0,554
0.51,4,3,3,60.6,59.0,1116
0.62,2,5,6,59.9,62.0,2131
0.33,3,4,4,62.0,58.0,579
0.55,3,7,2,63.3,56.0,1295
1.72,2,5,3,64.3,60.0,13622
1.16,4,3,2,58.8,61.0,4157
1.12,4,4,5,58.4,58.0,7338
0.73,2,6,4,63.2,56.0,2912
1.19,5,3,1,61.5,57.0,3665
0.7,2,5,5,64.0,57.0,2441
1.01,3,6,5,59.4,59.0,8348
1.01,4,7,3,61.6,58.0,5939
2.01,4,3,3,60.2,58.0,14502
0.34,5,5,6,61.7,55.0,784
0.42,3,4,5,59.4,59.0,921
1.15,5,1,4,60.7,55.0,5125
0.51,5,4,7,62.3,55.0,2005
0.3,5,3,8,61.8,55.0,1013
1.51,4,1,3,60.4,62.0,6680
1.51,3,1,2,61.9,59.0,6546
1.12,3,4,8,60.9,57.0,8962
